TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
974,2367,4,1,WoM19921845,001,"[introduction] (2010-08-23: Nachtmix, Bayerischer Rundfunk, Munich, Germany)",01:00,Hellsongs,"2010-08-23: Nachtmix, Bayerischer Rundfunk, Munich, Germany",2010,
975,517,1,1,WoM14360248,010,"Salome, Op. 54: ""Sie ist ein Ungeheuer, deine Tochter"" Salome (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Birgit Nilsson))",01:00,Richard Strauss,"Salome (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Birgit Nilsson)",,
976,3571,4,2,MBox9359617-HH,7,Orsi - Ã‰bredj fel!,null,,Egy csepp mÃ©z,98,Hungarian
977,518,1,1,WoM18345544,017,Shadow Web Caverns (World of Warcraft: Wrath of the Lich King),03:25,Derek Duke,World opf Warcraft: Wrath of the Lich King,2008,
978,519,1,1,WoM24083044,024,Mu sÃµber tuul (Uus LaineA),04:34,Laine,Uus Laine,2000,
979,4295,3,4,134121-A068,3,003-The Glass Forest,2m 34sec,Michael Jones,Seasons (ulnknown),null,Eng.
980,4589,4,3,2633302MB-01,16,I Got a Feelin' - In One Ear and Gone Tomorrow,4.017,Buckinghams,,'99,English
981,3963,2,2,MBox38920826-HH,1,As MercenÃ¡rias - Me Perco,08,,CadÃª as armas?,86,Portuguese
982,2719,2,1,WoM28760441,o04,No One (Diaries),04:00,MMOTHS,Diaries,,
983,520,1,1,WoM9309944,005,I Always Get Lucky With You (By Request),03:19,George Jones,By RequesQt,1987,
984,521,1,2,MBox1943252-HH,11,Al Martino - You're the Love of My Life,178,,Best of JosÃ© Carreras Gala,04,[Multiple languages]
985,3893,2,1,WoM1730990,003,Forever (Ross Porter's After Hours With Verve),08:55,Mark Whitfield,Ross Porter's After Hours With Verve,1997,
986,522,1,4,86997-A08,1,001-Back Of fRingcraft,3m 56sec,Johnny Osbourne meets Roots Radics,Johnny Osbourne Meets the Roots Radics - 1980-1981 Vintage (unknown),null,Eng.
987,9933,5,2,MBox10336526-HH,3,Asterius - A Greater Path,205,,A Moment of Singularity,,English
988,6975,2,5,12597043,9,Satisfaction (Afrojack remix),162453,Benny Benassi,Ministry of Sound: Sessions Seven,20 10,English
989,523,1,5,8067424, 1,Confessions,173000,Possessed,The Eyes of Horror,1987,English
990,840,2,2,MBox2533520-HH,5,Henri Gylander - So Easily,184,,Henri in English,,
991,524,1,2,MBox39314621-HH,3,Charles Mingus - New York Sketchbook,535,,A Moderrn Jazz Symposium of Music and Poetry With Charles Mingus,05,English
992,525,1,3,2744780MB-01,1,True Love That's a Wonder,3.149,Sandy Coast,True Love That's a Wonder,'98,English
993,3132,2,4,208565-A029,13,013-Tecumseh Valley,4m 28sec,Steve Earle,Train a Comin (1995),null,Eng.
994,7491,2,4,224816-A06,2,002-For Home and Country,0m 52sec,,FRONT MISSION 5 Scars of the War OST (2006),null,Eng.
995,1801,2,5,8989722,22,Oh Yeah C,30000,Howard A. Thompson,"Hip-Hop Chopshop, Volume 2",,English
996,526,1,2,MBox40281621-HH,3,Senru - Cool Beans (Microdot),166,,The What EP 2013-01: April,13,English
997,527,1,1,WoM7476718,008,Paradize - Version (KM-Musik: Sounds of Delight),04:54,Dreadful Shadows,null,,
998,528,1,4,19094-A024,10,010-She's Got a Way,4m 8sec,Yale University Alley Cats,Est. 1943 (unknown),null,Eng.
999,529,1,3,1686915MB-01,7,Black Watch Polka/Royal Scots Polka - The Pipes and Drums of Scotland,2.968,Strathclyde Police Pipe Band,,,Egnlish
1000,6986,2,5,16058576,8,Ship of Fools,529000,Grateful Dead,"Dave's Picks, Volume 8",2013,English
1001,530,1,2,MBox3197781-HH,5,Severed Heads - A Million Angels,null,,If I've Told YouO nce I've Told You a 1000 Times,87,English
1002,9320,3,1,WoM32988944,004,Wohin mit Feuerstuhl? (Ritter Rost HÃ¶rspiel 8: Feuerstuhl),02:35,JÃ¶rg Hilbert & Felix Janosa,Ritter Rost HÃ¶rspiel 8: Feuerstuhl,2009,
1003,531,1,2,MBox31391722-HH,6,David Guetta - Stay,211,,"Club Sounds: The Ultimate Club Dance Collection, Volume 32",04,English
1004,9883,2,5,10113194,3,ë (live),273533,ë¸Œë¡œì½œë¦¬ ë„ˆë§ˆì €,ë¸Œë¡œì½œë¦¬ ë„ˆë§ˆì €,2009,Korean
1005,532,1,4,124211-A058,14,014-Adios Adios,2m 3sec,The BlDue Chips,From the Beginning (unknon),null,Eng.
1006,533,1,1,WoM30562145,140,Coloring Outside the Hearts (Song a Day: Year Three),02:17,Jonathan Mann,Song a Day: Year Three,2012,
1007,534,1,3,4491023MB-01,3,Rechoque (Fukkk Offf remix) - Rechoque Redux,5.8,Shameboy,,'09,English
1008,535,1,3,904994MB-01,8,Say When - Yes to Everything,3.355,unknown,,'04,English
1009,536,1,4,96896-A029,5,005-Bagatelles for Piano: V,3m 40sec, ,Piano Works (feat. piano: Jean-Pierre Armengaud) (1999),n ull,unknown
1010,5295,2,3,2493962MB-01,13,"Joe - Treasure Box: The Complete Sessions, 1991-1999",3.367,Cranberries,,'02,English
1011,1034,3,2,MBox257790-HH,19,Phono-Comb & Jad Fair - [silence],1,,"Monsters, Lullabies ... and the Occasional Flying Saucer",96,null
1012,537,1,2,MBox18148325-HH,10,Emily Smith - Winter Song,301,,Too Long Away,08,English
1013,538,1,2,MBox17114924-HH,5,The Copyrights - Crybabies,120,,We Didnâ€™t Come Here to Die,03,English
1014,284,2,4,61812-A062,8,008-Piano Quintet in C minor: I. Andante (Prazak Quartet feat. piano: Jaromir Klepac),5m 11sec,  ,String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazak Quartet feat. piano: Jaromir Klepac) (1999),null,Eng.
1015,8683,4,3,19091821MB-01,7,"Holiday 89 - Once Upon a Time in England, Volume 2",1.981,Pendragon,,'99,English
1016,539,1,2,MBox33619522-HH,10,Marvin Gaye - Distant Lover,258,,35 jaar OOR,06,English
1017,540,1,3,3853793MB-01,11,Shut Up - Jump Start My Head,2.479,Team Tyson,,'08,English
1018,7080,2,3,3909675MB-01,43,Prohibition Groove - Investigation Grooves,1.617,Christof Dejean,,,English
1019,7431,2,1,WoM9854839,004,Just a Little in Love (Run to Me),03:27,Lee Towers & Anita Meyer,Run to Me,,
1020,541,1,4,198276-A035,3,"2007-05-17: A State of Trance #300, ""Part 3: Menno de Jong"": Pettelaarse Schans, Hertogenbosch, The Netherlands",unknown,Armin van Buuren,"2007-05-17: A State of Trance #300: Pettelaarse Schans, Hertogenbosch, The Netherlands (Ounknown)",null,Eng.
1021,1538,2,4,217100-A039,2,(Radio,5m 13sec,Mooryc,All Those Moments (2012),null,Eng.
1022,542,1,5,7780598,2,Voice of Dissent,353000,Flesh Field,"Sonic Seducer:T Cold Hands Seduction, Volume 43",2004,
1023,543,1,4,15655-A055,7,"007-Felona & Serona (Part A, B, C, D)",15m 33sec,Le Orme,Progfest '97 (1997),null,unknown
1024,544,1,3,4232532MB-01,2,I-don't-know-why---CALLING-ME,3.767,,,'08,Japanese
1025,1007,2,5,14947070,1,Somewhere Over the Rainbow,342763,Harold Mabern Trio,Somewhere Over the Rainbow,,English
1026,545,1,5,2839683,1,Say Wheen,,Lene Lovich,Say When,1981,English
1027,8253,4,2,MBox18616210-HH,9,Heritech - Adventum Rebellionus,null,,"F**K 'em All, Volume 2",08,English
1028,6507,3,5,7869490,1,Over Mountain,376000,Heart of Cygnus,"Over Mountain, Under Hill",2009,English
1029,546,1,2,MBox18933112-HH,4,genCAB - Self Images,331,,II Transmuter,08,English
1030,7981,3,1,WoM9888,006,Blunted Vision (State of Play 2),05:49,Mark Finnie,State of Play 2,1998,
1031,547,1,5,843559,8,Rain,236640,The Cult,Pure Cult: The Singles 1984-1995,2000,English
1032,7972,2,2,MBox44239219-HH,1,unknown,null,,ãƒ¢ãƒ³ã‚´ãƒ«ã®ãƒ›ãƒ¼ãƒŸãƒ¼ï½žã‚¬ãƒ³ãƒœãƒ«ãƒ‰ã€ãƒ¤ãƒ´ã‚¬ãƒ¼ãƒ³,08,Japanese
1033,548,1,1,WoM18514426,047,Power Player (Reality TV),00:10,Christopher E. Hajian,Reality TV,,
1034,1570,2,1,WoM12390710,013,Adieu monsieur le professeur (Bes Of),04:11,Hugues Aufray,Best Of,1994,
1035,5026,3,1,WoM1626634,001,"æ•æ„Ÿãªé¢¨æ™¯ ~Short size~ (TV Animation ""sola"" Original Sound Track: ã‚½ã‚¦ã‚­ãƒ¥ã‚¦ãƒŽãƒãƒ†)",01:06,Ceuii,"TV Animation ""sola"" Original Sound Track: ã‚½ã‚¦ã‚­ãƒ¥ã‚¦ãƒŽãƒãƒ†",2007,
1036,549,1,3,65630722MB-01,7,The Pad and the Pen - Ruminations,0.832,KRSâ€Oe,,,Englsih
1037,8062,2,3,44222416MB-01,16,Chowder - Acme + Acme-Plus,3.25,Jon Spencer Blues Explosion,,'10,English
1038,550,1,5,3183845,1,Ready (radio edit),214573,DJ Flex,Ready,1999,English
1039,2020,3,5,4212585,13,"Aria: Ach, mein Sinn",186000,Johann Sebastian Bach,Johannes Passion,1964,German
1040,551,1,1,WoM23697626,003,"Heartbreaker (""An American Band"")",07:36,Grand Funk Railroad,"""An American Band""",,
1041,8740,3,1,WoM2707855,9,Natasha (Hot Club de France),03:44,Gipsy Boys,Hot Club de France,2005,
1042,401,5,3,25271017MB-01,1,Watt Bird - Watt Bird / Break of Light,,Moonbootica,,'06,English
1043,552,1,2,MBox566662-HH,9,Nami Tamaki - Naked,244,,Greeting,04,Japanese
1044,3905,4,1,WoM831368,008,Wicked Ways (Pro Pain),04:38,Mars ILL,Pro  Pain,,
1045,553,1,5,5000948,4,Oh Deed I Do,unk.,Donovan,Fairytale,1965,English
1046,9388,2,1,WoM6375123,013,Appel Ã  tous les fidÃ¨les (Le ragga Ã§a l'fait),03:59,SaÃ¯ SaÃ¯,Le ragga Ã§a l'fait,1995,
1047,9968,2,5,7043541,1,ã‚ã‚Šã®ã¾ã¾,null,SE7EN,ã‚ã‚Šã®ã¾ã¾,2007,Japanese
1048,554,1,2,MBox24476810-HH,12,Jason Robert Brown - I'd Give It All For You (Songs for a New World),313,,The Singer's Musical Theatre Anthology: Duets Volume 2,07,English
1049,555,1,2,MBox1593662-HH,3,ç¾Žå‹‡ä¼ - æ‹ã™ã‚‹â™¡ã‚¨ãƒ³ã‚¸ã‚§ãƒ«â™¡ãƒãƒ¼ãƒˆ (Instrumental),219,,æ‹ã™ã‚‹â™¡ã‚¨ãƒ³ã‚¸ã‚§ãƒ«â™¡ãƒãƒ¼ãƒˆ,07,Japanese
1050,8798,2,3,45680313MB-01,27,R.I.P. (Millie) - The Essential,4.583,Noiseworks,,,English
1051,556,1,5,13204041,20,Ellenbogen,175400,Sylt Sounds By Big Twice,Kontor: Sunset Chill 2011,2011,English
1052,557,1,2,MBox37621130-HH,9,Inertia - The Chamber,343,,Judgement Euphoria,05,English
1053,558,1,4,77962-A025,2,002-Login (Self Destruct),1m 55sec,Manifesto,Once Upon a Time in the Land of Cyberspace (2005),null,Eng.
1054,5139,4,3,5835054MB-01,2,é›¨å¸°ã‚Š - ã„ã‚ï½žãœã¶ã‚‰ ãµãƒãªï½žã‚ŒBOX,3.933,ã„ãˆã‚ï½žãœã¶ã‚‰,,'11,
1055,5549,2,2,,MBox3093886-HH,4,Jaci Velasquez - Llegar a ti,275,,Billboard Latin Music Awards 2000,
1056,559,1,4,25922-A018,2,002-Devenir folle,3m 12sec,Erik Arnaud,Comment je vis (2002),null,Fre.
1057,560,1,1,WoM1954942,009,Brytningen (Stockholm Norra),02:45,Stockholm Norra,Stockholm Noorra,1978,
1058,7157,3,1,WoM850787,007,Quando a gente ama (Roberto Carlos),04:08,Roberto Carlos,Roberto Carlos,1994,
1059,8985,2,4,107639-A041,10,"010-Zum Abendsegen ""Herr, sei gnadig unserm Flehn""",2m 12sec,Felix Mendelssohn,"Mtoets  Op.  23, 69 & 7& / PsaumÃ© 100 / M issa bre ve (RIAS-Kamme-chor f. conductor: Marcus Creed) (2000)",null,Ger.
1060,561,1,1,WoM1934188,5,ÎœÎ¿Ï…ÏƒÎ¹ÎºÎ® Î³Î¹Î± Ï„Î·Î½ Î•Î¼Î¹Î½Î­ (ÎšÎ±Ï€ÎµÏ„Î¬Î½ ÎœÎ¹Ï‡Î¬Î»Î·Ï‚),01:49,ÎœÎ¬Î½Î¿Ï‚ Î§Î±Ï„Î¶Î¹Î´Î¬ÎºÎ¹Ï‚,ÎšÎ±Ï€ÎµÏ„Î¬Î½ ÎœÎ¹Ï‡Î¬Î»Î·Ï‚,2008,
1061,6351,4,5,12794581,1,MÃ¤nner (radioo mix),200666,Zigaretten Rauchen Rauchen feat. Rosa,MÃ¤nner,,German
1062,3682,4,1,WoM1342462,005,"ÃŽn stÃ¢nga È›in icoana, cu dreapta Ã®mi fac cruce (Colinde pentru suflete romÃ¢neÈ™ti)",02:28,Polina ManoilÄƒ,Colinde pentru suflete romÃ¢neÈ™ti,2004,
1063,562,1,4,125636-A041,12,012-Used to Love Her,3m 13sec,Guns N Roses,Greatest Hits (unknown),null,Eng.
1064,563,1,1,WoM21489617,010,Over the Top (Karl fÃ¶r sin hatt),02:21,Boztic,Karl fÃ¶r sin hatt,1994,
1065,564,1,5,1867511,1,Sittin' Up in My Room (Doug Rasheed remix),294026,Brandy,Sittin' Up in My Room,1995,English
1066,565,1,3,65152717MB-01,6,Anyway - Anyway...,3.483,Family,,'03,English
1067,4273,2,4,22163-A023,12,012-Lamento per la morte di Pasolini (b),1m 5sec,Giovanna Marini,Correvano coi carri (unknown),null,Ita.
1068,566,1,2,MBox776725-HH,4,The Platters - The Wonder of You,197,,Forever Gold,07,English
1069,5858,2,1,WoM12499424,008,Out for Blood (Jack Knife Rendezvous),02:54,Dustsucker,Jack Knife Rendezvous,2006,
1070,7398,3,1,null,009,"The Italian Wedge (The Surfers That Came From The Cold, Volume 1)",02:03,Sonic Surf City,"The Surfers That Came From The Cold, Volume 1",2000,
1071,567,1,2,MBox630419-HH,6,Vicente Amigo - Pleamar,86,,Po eta,97,Spanish
1072,568,1,4,188076-A057,254,254-Firnen 4,6m 23sec,"Paolini, Christopher",Eragon: Das Erbe der Macht (2011),null,Ger.
1073,7486,3,1,WoM5994225,n.a.,Ne mogu ti niÅ¡ta osim srca dati (Everblue 1),04:26,PHlavi orkestar,Everbleu 1,1996,
1074,592,2,2,MBox21316836-HH,3,Le Wax - Allure,431,,NL,0,[Multiple language]
1075,2357,2,3,27316019MB-01,12,Lullabye - lovetheonlyway,3.85,Inneer,,'02,English
1076,569,1,1,WoM2764660,007,"Full of Holes (2012-01-21: Variety Playhouse, Athens, GA, USA)",00:00,Grapees,"2012-01-21: Variety Playhouse, Athens, GA, USA",,
1077,1433,2,3,57718713MB-01,1,Part I - Papercut Theatre,16.65,Burning Star Core,,'10,English
1078,570,1,1,WoM31437519,004,Rock No More (Rockin' Dance Floor Hits),02:51,Hi-Voltage,Rockin' Dance Floor Hits,2009,
1079,1914,2,1,WoM3046443,005,Le aquile (Gioielli rubati),02:55,Alice,Gioielli rubati,1985,
1080,571,1,5,10631555,10,Jabberwock,292706,Steve Waring,MÃ¢cheur,2010,French
1081,572,1,4,68331-A023,10,010-Retki meren rantaan,3m 25sec,Edu Kettunen,Grand Prix (2002),null,Fin.
1082,8371,3,5,947576,6,Underwaters,466533,Maha Ketama,Psychedelic Trance Music Collection,,English
1083,573,1,4,29070-A013,1,001-Doble opuesto,4m 48sec,La Ley,Doble opuesto (1991),null,Sap.
1084,574,1,2,MBox12012813-HH,1,Butch Thompson - Lincoln Avenue Blues,223,,Lincoln Avenue Blues,,English
1085,6731,2,1,WoM10506918,004,About You (Simple Things),03:29,Invocal,Simple Things,2002,
1086,575,1,3,68762520MB-01,2,Trolls Lurking Beer - Mighty Tavern,3.083,ZrymgÃ¶ll,,,English
1087,3490,5,3,2618915MB-01,6,"Quartet for Strings No. 17 in B-flat major, K. 458 ""Haydn Quartetti"", ""Hunt"": II. Minuetto. Moderato & Trio - Streichquartette Nr. 3 und 4 / Mozartreum-Quartett Salzburg",4.328,Wolfgang Amadeus Mozart,,,English
1088,576,1,4,52854-A065,7,007-Josephine,3m 57sec,Chris Rea,Le Meilleur de la musique 2 u(nknown),null,Eng.
1089,5249,3,3,35982313MB-01,8,Heartbeat - Strange Light and Ornaments,5.983,Picturesque Episodes,,'09,English
1090,577,1,2,MBox11649124-HH,3,Temple Sinai Klezmer Band - Temple Sinai Freylach,null,,May the Borscht Be With You,,English
1091,2600,5,1,WoM23295738,010,"Ecossaise No. 1 in D major, Op. 72 No. 3a (Complete Edition, Volume 2: Ballades / Etudes)",00:57,FrÃ©dÃ©ric Chopin,"Complete Editionn, Volume 2: Ballades / Etudes",1999,
1092,4790,2,2,MBox10732334-HH,5,Kienuva lahna - Saatanan taajuus,175,,Runosielu,,Finnish
1093,578,1,2,MBox20329721-HH,4,Autumn Myst - Summoning the Prince of Armageddon,315,,Black Fucking Demo,05,English
1094,579,1,3,13802511MB-01,7,Gold Fish in Bowl Trap - BetchaWannaDanceStoopid!!,13.097,Flower Kings,,'04,English
1095,4072,3,5,1222022,11,Tombstone Blues,356733,Bob Dylan,"Bob Dylanâ€™s Greatest Hits, Volume III",1989,Engglish
1096,8763,2,4,41972-A026,20,020-Casimir,2m 1sec,Bourvil,Du rire aux larmes (1990),null,Fre.
1097,5598,5,1,WoM10431822,007,Armer SÃ¼nder (Das Ende vom Lied),03:47,Eichenschild,Das Ende vom Lied,2005,
1098,4873,4,4,51392-A060,9,009-El Amor De Mi Boho,3m 16sec,OmGara Portuondo,Buena Vista Social Club 5 (unknown),null,Spa.
1099,580,1,5,16083850,B1,Just a Thought,,PrÃ¤paration-H,Sexist Society...M ust Destroy It! / It's a Dog's World...,1996,English
1100,581,1,1,WoM24578420,014,"Canâ€™t Stop Me Now (TiÃ«sto remix) (Club Life, Volume Two: Miami)",04:39,Afrojack & Shermanology,"Club Life, Volume Two: Miami",2012,
1101,419,4,2,MBox7034413-HH,14,Laurel Aitken - Sugar Sugar,227,,"Rolling Stone: Rare Trax, Volume 5: Summer in the City",98,English
1102,7776,4,1,WoM4578432,005,No Strings (I'm Fancy Free) (Fred Astaire & Ginger Rogers at RKO),06:09,Fred Astaire & Ginger Rogers,Fred Astaire & Ginger Rogers at RKO,1998,
1103,582,1,3,3964810MB-01,5,"Roma/Tokyo - En concierto, May 1999: Mexico City",6.486,Banco del Mutuo Soccorso,,'00,Itallian
1104,583,1,4,131152-A060,81,081-Country RadUio (full mix),2m 26sec,Antony Cooper & Peter Jaksic,IDentity 2 (unknown),null,Eng.
1105,584,1,3,50219816MB-01,13,Senza Una Donna (bonus En Catalan) - Via Dalma II,3.933,Sergio Dalma,,'11,Spanish
1106,585,1,1,WoM19033617,005,"Streichquartett Nr. 1 in B-Dur, ""Die Jagd"": Presto (Caspar-Da-Salo-Quartett) (Die Klassiksammlung 56: Haydn: HÃ¶hepunkte der Klassik)",03:04,Joseph Haydn,Die Klassiksammlung 56: Haydn: HÃ¶hepunkte der Klassik,1995,
1107,9598,3,4,10288-A051,10,010-Don Juan op. 20,17m 42sec,Richard Strauss,Also sprach Zarathustra / Don Juan / Till Eulenspiegel (1958),null,er.
1108,586,1,2,MBox27511133-HH,9,Svein Finnerud Trio - Olga,219,,The Complete Released Works 1968-1999,08,null
1109,9468,2,2,MBox2892521-HH,7,Xero Sum - Trade Yourself,224,,This Concrete Heart,07,English
1110,587,1,4,82621-A042,21,21z-,0m 43sec,, 3 () (1999),null,Jap.
1111,5230,2,3,5943937MB-01,3,More Power - More Power Remixes,3.933,Anthony B & Dejah,,'07,English
1112,588,1,5,10472020,7,Celebrate the News,183000,The Beach Boys,Beach Boys Rarities,1983,English
1113,589,1,4,145290-A049,2,002-  ,unknown,Schizo,Fight Against the World (2006),null,unknown
1114,4087,2,1,WoM26360747,001,Lqve I s  Ston (Hee   a ,04:19,Jenny Berkel,Hereo n a Wire,2012,
1115,7825,2,1,WoM2189576,001,SHININGâ˜†STAR,03:37,9nine,SHININGâ˜†STAR,2011,
1116,9010,3,1,WoM10028628,003,Svindlande ljus (Det bÃ¤stao),04:41,Anne-Lie RydÃ©,Det bÃ¤sta,2002,
1117,590,1,3,61499019MB-01,10,The Doctrine of the Trinity - History of Christian Theology,,Professor Phillip Cary,,,Englsh
1118,591,1,2,MBox24559635-HH,8,D.W. Read - What Child Is This?,27,,"Yaytime for Christmas, Volume 1",,English
1119,592,1,1,WoM1577456,003,Allure (NL),07:11,Wax,NL,2000,
1120,6805,2,2,MBox42550620-HH,1,Toehider - Ding Dong Merrily on High,118,,Under the Mistletoe,09,English
1121,8352,2,4,190892-A030,15,015-Weekend,unknown,Earth and Fire,NighttoRememberTheEightiesEdition(unknown),null,Eng.
1122,593,1,5,14962073,5,Atlos,632866,Fluxion,Vibrant Forms,1999,English
1123,5913,2,3,60641915MB-01,8,Merry-Go-Round: Seven Colonnades - Bandits of Stature,null,Harold Budd,,'12,English
1124,7610,4,4,53461-A07,3,003-Pride (In the Name of Love),3m 38sec,Friction Bailey,The Ultimate Tribute to U2 (2005),null,En.g
1125,3094,3,3,6479828MB-01,9,Catch the Future - ã”ã‚ã‚“ãªã•ãƒDISK,3.683,STUDIO STUDIO,,'03,Japanese
1126,594,1,5,11357754,2,When God Made Me,276000,Neil Young & The Fisk Jubilee Singers,"2005-11-04: Late Night with Conan O'Brien, New York City, NY, USA",,English
1127,6908,2,3,42315012MB-01,22,Long Night - So Many Roads - An Anthology 1964-1974,,John Mayall & The Bluesbreakers,,'10,English
1128,3791,2,1,WoM4669218,009,Another Dimension (feat. DJ Crack) (B@ss Power),06:53,DJ Loving Loop,B@ss PPower,,
1129,9232,3,3,26681518MB-01,9,Sweet Morning Dew - Vila Nova Mellow Days,3.217,Oliver Shanti & Friends,,,
1130,595,1,2,MBox6806223-HH,27,Neo-Futurists - Truth in Advertising,105,,Too Much Light Makes the Baby Go Blind,,null
1131,596,1,4,213804-A016,6,006-Transitional Bird (Clever Girl),4m 26sec,Candy Claws,Ceres & Calypso in the Deep Time (unknown),null,Eng.
1132,597,1,2,MBox9013526-HH,6,"Fernando Sro - Etude in A major, Op. 6 No. 6",158,,19th Century Guitar Favourites,94,English
1133,598,1,1,WoM17685626,005,Kapitel 19 (Das verlorene Symbol (feat. narrator: Wolfgang Pampel)),03:27,Dan Brown,Das verlorene Symbol (feat. narrator: Wolfgang Pampel),2009,
1134,599,1,2,MBox32087820-HH,8,Damien Rice - Eskimo,null,,BBC Four Sessions,08,English
1135,600,1,4,95681-A055,13,013-Any Other Way,4m 4sec,The Smithereens,Live in Concert - Greatest Hits and More! (2008),null,Eng.
1136,1992,2,2,MBox630371-HH,17,"cLOUDDEAD - Jimmy Breeze, Part 2: Ram's Crumpled Horn",122,,"2002-07-17: The Peel Sessions: BBC Radio 1, Maida Vale Studios, London, UK",,English
1137,601,1,4,27789-A067,3,003-Public Enemy #1,4m 21sec,Motley Crue,Too Fast for Love (2008),null,Eng.
1138,4489,2,1,WoM30019748,001,Jamboree (POROROCK),08:21,Barbarian on the Groove,POROROCK,2009,
1139,602,1,2,MBox24146534-HH,1,BÃ©la BartÃ³k - Violin Concerto No. 2: I. Allegron on troppo,930,,"Violin Concerto No.2 / Second Suite (Minneapolis Symphony Orchestra feat. violin: Yehudi Menuhin, conductor: Antal DorÃ¡ti)",95,English
1140,5300,2,4,213095-A039,8,008-Innervisions,4m 45sec,DJ Cam,Substances (1996),null,Eng.
1141,8723,2,3,6443541MB-01,4,InquietaÃ§Ã£o - 5Â° comPasso Samba & Choro,3.183,ZezÃ© Gonzaga,,'03,Portuguese
1142,603,1,5,13595871,8,Sanidade,320800,DJ Dolores apresentando Isaar,Aparelhagem,1995,Portuguese
1143,4979,3,1,WoM26843949,004,Sweet Lady Genevieve (Preservation Act 1),03:26,Kinks,Preservation Act 1,,
1144,604,1,5,1839547,5,Cold Hearts,174160,Club,Strangely Beautiful,2003,English
1145,355,3,1,WoM6002224,009,"Paltrow and the Cubs (2003-10-20: Urbana, IL, USA)",00:00,Guster,"2003-10-20: Urbana, IL, USA",,
